artist_name	nb_artworks	artist_url	date_of_birth	date_of_death	desc	movements	mediums
Gordon Parks	11600	https://artsandculture.google.com/entity/gordon-parks/m02t_dy?categoryId=artist	1912-11-30	2006-03-7	"Gordon Roger Alexander Buchanan Parks was an American photographer, musician, writer and film director, who became prominent in U.S. documentary photojournalism in the 1940s through 1970s—particularly in issues of civil rights, poverty and African-Americans—and in glamour photography.
Parks was the first African American to produce and direct major motion pictures—developing films relating the experience of slaves and struggling black Americans, and creating the ""blaxploitation"" genre. He is best remembered for his iconic photos of poor Americans during the 1940s, for his photographic essays for Life magazine, and as the director of the 1971 film Shaft. Parks also was an author, poet and composer."	['Social realism']	['Metal', 'Silver', 'Photograph', 'Crystal', 'Glass']
Kenny Scharf	58	https://artsandculture.google.com/entity/kenny-scharf/m08r5qp?categoryId=artist	Born-Nov-23-1958		Kenny Scharf is an American painter known for his participation in New York City's interdisciplinary East Village art scene during the 1980s, alongside Jean-Michel Basquiat and Keith Haring, Scharf's do-it-yourself practice spanned painting, sculpture, fashion, video, performance art, and street art. Growing up in post-World War II Southern California, Scharf was fascinated by television and the futuristic promise of modern design. His works often includes pop culture icons, such as the Flintstones and the Jetsons, or caricatures of middle-class Americans in an apocalyptic science fiction setting.	['Contemporary art', 'Street art']	['Spray painting', 'Glass', 'Photograph']
Luca Giordano	88	https://artsandculture.google.com/entity/luca-giordano/m01gb8w?categoryId=artist	1634-10-18	1705-01-3	Luca Giordano was an Italian late-Baroque painter and printmaker in etching. Fluent and decorative, he worked successfully in Naples and Rome, Florence, and Venice, before spending a decade in Spain.	['Baroque']	['Oil paint', 'Drawing', 'Chalk', 'Pigment', 'Ink', 'Pen']
Chang Dai-chien	11	https://artsandculture.google.com/entity/chang-dai-chien/m04dtft?categoryId=artist	1899-05-10	1983-04-2	Chang Dai-chien or Zhang Daqian was one of the best-known and most prodigious Chinese artists of the twentieth century. Originally known as a guohua painter, by the 1960s he was also renowned as a modern impressionist and expressionist painter. In addition, he is regarded as one of the most gifted master forgers of the twentieth century.	['Expressionism', 'Impressionism']	['Ink', 'Book', 'Pigment']
Edward Lear	474	https://artsandculture.google.com/entity/edward-lear/m02tkv?categoryId=artist	1812-05-12	1888-01-29	Edward Lear was an English artist, illustrator, musician, author and poet, now known mostly for his literary nonsense in poetry and prose and especially his limericks, a form he popularised. His principal areas of work as an artist were threefold: as a draughtsman employed to make illustrations of birds and animals; making coloured drawings during his journeys, which he reworked later, sometimes as plates for his travel books; and as a illustrator of Alfred, Lord Tennyson's poems. As an author, he is known principally for his popular nonsense collections of poems, songs, short stories, botanical drawings, recipes and alphabets. He also composed and published twelve musical settings of Tennyson's poetry.	['Elizabeth Gould', 'William Home Lizars', 'Charles Joseph Hullmandel', 'Henry Constantine Richter']	['Graphite', 'Watercolor painting', 'Ink', 'Pen', 'Gouache', 'Oil paint']
Bronzino	58	https://artsandculture.google.com/entity/bronzino/m0550nt?categoryId=artist	1503-11-17	1572-11-23	"Agnolo di Cosimo, usually known as Bronzino or Agnolo Bronzino, was an Italian Mannerist painter from Florence. His sobriquet, Bronzino, may refer to his relatively dark skin or reddish hair.
He lived all his life in Florence, and from his late 30s was kept busy as the court painter of Cosimo I de' Medici, Grand Duke of Tuscany. He was mainly a portraitist but also painted many religious subjects, and a few allegorical subjects, which include what is probably his best known work, Venus, Cupid, Folly and Time, c. 1544–45, now in London. Many portraits of the Medicis exist in several versions with varying degrees of participation by Bronzino himself, as Cosimo was a pioneer of the copied portrait sent as a diplomatic gift.
He trained with Pontormo, the leading Florentine painter of the first generation of Mannerism, and his style was greatly influenced by him, but his elegant and somewhat elongated figures always appear calm and somewhat reserved, lacking the agitation and emotion of those by his teacher. They have often been found cold and artificial, and his reputation suffered from the general critical disfavour attached to Mannerism in the 19th and early 20th centuries."	['Mannerism', 'Renaissance', 'Italian Renaissance']	['Oil paint', 'Wood', 'Gold', 'Silver', 'Yarn', 'Metal']
Henry Fox Talbot	514	https://artsandculture.google.com/entity/henry-fox-talbot/m0pgbb?categoryId=artist	1800-02-11	1877-09-17	"William Henry Fox Talbot FRS FRSE FRAS was an English scientist, inventor and photography pioneer who invented the salted paper and calotype processes, precursors to photographic processes of the later 19th and 20th centuries. His work, in the 1840s on photomechanical reproduction, led to the creation of the photoglyphic engraving process, the precursor to photogravure. He was the holder of a controversial patent that affected the early development of commercial photography in Britain. He was also a noted photographer who contributed to the development of photography as an artistic medium. He published The Pencil of Nature, which was illustrated with original salted paper prints from his calotype negatives, and made some important early photographs of Oxford, Paris, Reading, and York.
A polymath, Talbot was elected to the Royal Society in 1831 for his work on the integral calculus, and researched in optics, chemistry, electricity and other subjects such as etymology and ancient history."	['Gustave Le Gray', 'Charles Nègre', 'David Octavius Hill', 'Anna Atkins', 'Robert Adamson', 'Louis Daguerre']	['Paper negative', 'Photograph', 'Drawing', 'Book', 'Calotype', 'Engraving']
Lucio Fontana	68	https://artsandculture.google.com/entity/lucio-fontana/m083svc?categoryId=artist	1899-02-19	1968-09-7	Lucio Fontana was an Argentine-Italian painter, sculptor and theorist. He is mostly known as the founder of Spatialism.	['Modern art', 'Contemporary art']	['Textile', 'Rock', 'Clay', 'Ceramic', 'Sculpture', 'Oil paint']
Gian Lorenzo Bernini	69	https://artsandculture.google.com/entity/gian-lorenzo-bernini/m039xt?categoryId=artist	1598-12-7	1680-11-28	"Gian Lorenzo Bernini was an Italian sculptor and architect. While a major figure in the world of architecture, he was more prominently the leading sculptor of his age, credited with creating the Baroque style of sculpture. As one scholar has commented, ""What Shakespeare is to drama, Bernini may be to sculpture: the first pan-European sculptor whose name is instantaneously identifiable with a particular manner and vision, and whose influence was inordinately powerful ..."" In addition, he was a painter and a man of the theater: he wrote, directed and acted in plays, for which he designed stage sets and theatrical machinery. He produced designs as well for a wide variety of decorative art objects including lamps, tables, mirrors, and even coaches.
As an architect and city planner, he designed secular buildings, churches, chapels, and public squares, as well as massive works combining both architecture and sculpture, especially elaborate public fountains and funerary monuments and a whole series of temporary structures for funerals and festivals."	['Baroque', 'Renaissance']	['Rock', 'Sculpture', 'Terracotta', 'Clay', 'Marble', 'Drawing']
L. S. Lowry	48	https://artsandculture.google.com/entity/l-s-lowry/m01djtd?categoryId=artist	1887-11-1	1976-02-23	"Laurence Stephen Lowry RBA RA was an English artist. His drawings and paintings depict Pendlebury, Lancashire, where he lived and worked for more than 40 years, Salford and its vicinity.
Lowry is famous for painting scenes of life in the industrial districts of North West England in the mid-20th century. He developed a distinctive style of painting and is best known for his urban landscapes peopled with human figures, often referred to as ""matchstick men"". He painted mysterious unpopulated landscapes, brooding portraits and the unpublished ""marionette"" works, which were only found after his death.
His use of stylised figures, which cast no shadows, and lack of weather effects in many of his landscapes led critics to label him a naïve ""Sunday painter"".
Lowry holds the record for rejecting British honours, including a knighthood. A collection of his work is on display in The Lowry, a purpose-built art gallery on Salford Quays. On 26 June 2013, a major retrospective opened at the Tate Britain in London, his first at the gallery; in 2014 his first solo exhibition outside the UK was held in Nanjing, China."	[]	['Drawing', 'Oil paint', 'Pencil', 'Watercolor painting', 'Chalk', 'Pigment']
John Everett Millais	79	https://artsandculture.google.com/entity/john-everett-millais/m0q0f4?categoryId=artist	1829-06-8	1896-08-13	"Sir John Everett Millais, 1st Baronet, PRA was an English painter and illustrator who was one of the founders of the Pre-Raphaelite Brotherhood. He was a child prodigy who, aged eleven, became the youngest student to enter the Royal Academy Schools. The Pre-Raphaelite Brotherhood was founded at his family home in London, at 83 Gower Street. Millais became the most famous exponent of the style, his painting Christ in the House of His Parents generating considerable controversy, and he produced a picture that could serve as the embodiment of the historical and naturalist focus of the group, Ophelia, in 1851–52.
By the mid-1850s, Millais was moving away from the Pre-Raphaelite style to develop a new form of realism in his art. His later works were enormously successful, making Millais one of the wealthiest artists of his day, but some former admirers including William Morris saw this as a sell-out."	['Pre-Raphaelite Brotherhood', 'Romanticism']	['Oil paint', 'Wood', 'Engraving', 'Graphite', 'Ink', 'Pen']
Edward Hopper	27	https://artsandculture.google.com/entity/edward-hopper/m0hc3t?categoryId=artist	1882-07-22	1967-05-15	Edward Hopper was an American realist painter and printmaker. While he is widely known for his oil paintings, he was equally proficient as a watercolorist and printmaker in etching. His career benefited decisively from his marriage to fellow-artist Josephine Nivison, who contributed much to his work, both as a life-model and as a creative partner. Hopper was a minor-key artist, creating subdued drama out of commonplace subjects 'layered with a poetic meaning', inviting narrative interpretations, often unintended. He was praised for 'complete verity' in the America he portrayed.	['Modern art', 'American Realism', 'Realism', 'Ashcan School', 'Social realism']	['Oil paint', 'Etching', 'Watercolor painting', 'Graphite', 'Charcoal', 'Drawing']
Giovanni Bellini	60	https://artsandculture.google.com/entity/giovanni-bellini/m01fcmx?categoryId=artist	1430	1516-11-29	Giovanni Bellini was an Italian Renaissance painter, probably the best known of the Bellini family of Venetian painters. His father was Jacopo Bellini, his brother was Gentile Bellini, and his brother-in-law was Andrea Mantegna. He was considered to have revolutionized Venetian painting, moving it towards a more sensuous and colouristic style. Through the use of clear, slow-drying oil paints, Giovanni created deep, rich tints and detailed shadings. His sumptuous coloring and fluent, atmospheric landscapes had a great effect on the Venetian painting school, especially on his pupils Giorgione and Titian.	['Renaissance', 'Italian Renaissance', 'Venetian painting']	['Oil paint', 'Tempera', 'Wood', 'Drawing', 'Ink', 'Pen']
Lovis Corinth	189	https://artsandculture.google.com/entity/lovis-corinth/m0346n_?categoryId=artist	1858-07-21	1925-07-17	"Lovis Corinth was a German artist and writer whose mature work as a painter and printmaker realized a synthesis of impressionism and expressionism.
Corinth studied in Paris and Munich, joined the Berlin Secession group, later succeeding Max Liebermann as the group's president. His early work was naturalistic in approach. Corinth was initially antagonistic towards the expressionist movement, but after a stroke in 1911 his style loosened and took on many expressionistic qualities. His use of color became more vibrant, and he created portraits and landscapes of extraordinary vitality and power. Corinth's subject matter also included nudes and biblical scenes."	['Modern art', 'Expressionism', 'Impressionism', 'Realism', 'Symbolism']	['Laid paper', 'Etching', 'Oil paint', 'Graphite', 'Watercolor painting', 'Drawing']
Fornasetti	15	https://artsandculture.google.com/entity/fornasetti/m09gl3v?categoryId=artist	1913-11-10	1988-10-9	Piero Fornasetti was an Italian versatile and eclectic artist, characterised by an unstoppable creative flair that made him one of the most prolific figures of the 20th century, and difficult to ascribe to a specific movement.	['Modernism', 'Contemporary art']	['Oil paint']
Franz Marc	27	https://artsandculture.google.com/entity/franz-marc/m017fb3?categoryId=artist	1880-02-8	1916-03-4	"Franz Moritz Wilhelm Marc was a German painter and printmaker, one of the key figures of German Expressionism. He was a founding member of Der Blaue Reiter, a journal whose name later became synonymous with the circle of artists collaborating in it.
His mature works mostly depict animals, and are known for bright colouration. He was drafted to serve in the German Army at the beginning of World War I, and died two years later at the Battle of Verdun.
In the 1930s, the Nazis named him a degenerate artist as part of their suppression of modern art. However, most of his work survived World War II, securing his legacy. His work is now exhibited in many eminent galleries and museums. When up for auction, his major paintings attract large sums, with a record of £12,340,500 for Weidende Pferde III."	['Modern art', 'Der Blaue Reiter', 'Expressionism', 'German Expressionism', 'Cubism', 'Baroque']	['Drawing', 'Watercolor painting', 'Oil paint', 'Graphite', 'Tempera', 'Book']
Tawaraya Sōtatsu	39	https://artsandculture.google.com/entity/tawaraya-s%C5%8Dtatsu/m030ff8?categoryId=artist	1570	1643	"Tawaraya Sōtatsu was a Japanese furniture designer and painter of the Rinpa school.
Sōtatsu is best known for his decorations of calligraphic works by his partner Hon'ami Kōetsu, and his spectacular and highly influential byōbu folding screens, such as National Treasures Wind God and Thunder God and his painting of the Sekiya and Miotsukushi chapters from The Tale of Genji. He also popularized a technique called tarashikomi, in which a second layer of paint is applied before the first layer is dry.
He is also credited with co-founding the Rinpa school of Japanese painting, together with Kōetsu. Rinpa was not strictly a school, but a group of artist directly influenced by Sōtatsu and Kōetsu. Some of the most notable Rinpa artists are Ogata Kōrin, Ogata Kenzan and Sakai Hōitsu."	"['Ogata Kōrin', 'Itō Jakuchū', 'Ogata Kenzan', 'Tani Bunchō', 'Sakai Hōitsu', ""Kanō Tan'yū""]"	['Ink', 'Metal', 'Gold', 'Silver', 'Gold leaf', 'Pigment']
Jusepe de Ribera	103	https://artsandculture.google.com/entity/jusepe-de-ribera/m03n9k4?categoryId=artist	1591-02-17	1652-09-2	Jusepe de Ribera was a Spanish Valencian Tenebrist painter and printmaker, also known as José de Ribera and Josep de Ribera. He also was called Lo Spagnoletto by his contemporaries and early writers. Ribera was a leading painter of the Spanish school, although his mature work was all done in Italy.	['Renaissance', 'Baroque', 'Caravaggisti']	['Etching', 'Oil paint', 'Engraving', 'Laid paper', 'Drawing', 'Ink']
Yokoyama Taikan	37	https://artsandculture.google.com/entity/yokoyama-taikan/m077krg?categoryId=artist	1868-11-2	1958-02-26	Yokoyama Taikan was the art-name of a major figure in pre-World War II Japanese painting. He is notable for helping create the Japanese painting technique of Nihonga.	['Nihonga']	['Silk', 'Textile', 'Ink', 'Gold', 'Metal', 'Crayon']
Peder Severin Krøyer	59	https://artsandculture.google.com/entity/peder-severin-kr%C3%B8yer/m024z9k?categoryId=artist	1851-07-23	1909-11-21	Peder Severin Krøyer, also known as P. S. Krøyer, was a Danish painter.	['Impressionism']	['Oil paint', 'Drawing', 'Watercolor painting', 'Wood', 'Graphite', 'Photograph']
Emily Carr	41	https://artsandculture.google.com/entity/emily-carr/m01qjpm?categoryId=artist	1871-12-13	1945-03-2	"Emily Carr was a Canadian artist and writer who was inspired by the Indigenous peoples of the Pacific Northwest Coast. One of the painters in Canada to adopt a Modernist and Post-Impressionist style, Carr did not receive widespread recognition for her work until she changed subject matter from Aboriginal themes to landscapes—forest scenes in particular. As a writer Carr was one of the earliest chroniclers of life in British Columbia. The Canadian Encyclopedia describes her as a ""Canadian icon""."	['Modern art', 'Modernism', 'Post-Impressionism', 'Expressionism', 'Cubism', 'Fauvism']	['Oil paint', 'Watercolor painting', 'Drawing', 'Graphite', 'Ink', 'Sculpture']
Childe Hassam	123	https://artsandculture.google.com/entity/childe-hassam/m054fvw?categoryId=artist	1859-10-17	1935-08-27	Frederick Childe Hassam was an American Impressionist painter, noted for his urban and coastal scenes. Along with Mary Cassatt and John Henry Twachtman, Hassam was instrumental in promulgating Impressionism to American collectors, dealers, and museums. He produced over 3,000 paintings, oils, watercolors, etchings, and lithographs over the course of his career, and was an influential American artist of the early 20th century.	['American Impressionism', 'Impressionism', 'Modern art', 'Japonisme']	['Oil paint', 'Etching', 'Watercolor painting', 'Graphite', 'Ink', 'Gouache']
Anders Zorn	90	https://artsandculture.google.com/entity/anders-zorn/m0192xw?categoryId=artist	1860-02-18	1920-08-22	Anders Leonard Zorn was one of Sweden's foremost artists. He obtained international success as a painter, sculptor, and etcher. Among Zorn's portrait subjects were King Oscar II of Sweden, and three American Presidents, Grover Cleveland, William H. Taft, and Theodore Roosevelt. At the end of his life, he established the Swedish literary Bellman Prize in 1920.	['Modern art', 'Impressionism', 'Realism']	['Etching', 'Oil paint', 'Drawing', 'Watercolor painting', 'Laid paper', 'Pencil']
David Teniers the Younger	132	https://artsandculture.google.com/entity/david-teniers-the-younger/m03h0s3?categoryId=artist	1610-12-15	1690-04-25	"David Teniers the Younger or David Teniers II was a Flemish Baroque painter, printmaker, draughtsman, miniaturist painter, staffage painter, copyist and art curator. He was an extremely versatile artist known for his prolific output. He was an innovator in a wide range of genres such as history painting, genre painting, landscape painting, portrait and still life. He is now best remembered as the leading Flemish genre painter of his day. Teniers is particularly known for developing the peasant genre, the tavern scene, pictures of collections and scenes with alchemists and physicians.
He was court painter and the curator of the collection of Archduke Leopold Wilhelm, the art-loving Governor General of the Habsburg Netherlands. He created a printed catalogue of the collections of the Archduke. He was the founder of the Antwerp Academy, where young artists were trained to draw and sculpt in the hope of reviving Flemish art after its decline following the death of the leading Flemish artists Rubens and Anthony van Dyck in the early 1640s. He influenced the next generation of Northern genre painters as well as French Rococo painters such as Antoine Watteau."	['Baroque', 'Dutch Golden Age']	['Oil paint', 'Wood', 'Etching', 'Oak', 'Metal', 'Copper']
Guercino	129	https://artsandculture.google.com/entity/guercino/m013p84?categoryId=artist	1591-02-8	1666-12-22	Giovanni Francesco Barbieri, better known as Guercino, or il Guercino, was an Italian Baroque painter and draftsman from Cento in the Emilia region, who was active in Rome and Bologna. The vigorous naturalism of his early manner contrasts with the classical equilibrium of his later works. His many drawings are noted for their luminosity and lively style.	['Baroque']	['Ink', 'Pen', 'Drawing', 'Oil paint', 'Chalk', 'Pigment']
Gustave Moreau	35	https://artsandculture.google.com/entity/gustave-moreau/m0hrky?categoryId=artist	1826-04-6	1898-04-18	"Gustave Moreau was an artist and an important figure in the Symbolist movement. Jean Cassou called him ""the Symbolist painter par excellence."" He was an influential forerunner of symbolism in the visual arts in the 1860s, and at the height of the symbolist movement in the 1890s, he was among the most significant painters. Art historian Robert Delevoy wrote that Moreau ""brought symbolist polyvalence to its highest point in Jupiter and Semele"" He was a prolific artist who produced over 15,000 paintings, watercolors, and drawings. Moreau painted allegories and traditional biblical and mythological subjects favored by the fine art academies. J. K. Huysmans wrote "" Gustave Moreau has given new freshness to dreary old subjects by a talent both subtle and ample: he has taken myths worn out by the repetitions of centuries and expressed them in a language that is persuasive and lofty, mysterious and new."" The female characters from the bible and mythology that he so frequently depicted came to be regarded by many as the archetypical symbolist woman."	['Symbolism', 'Modern art', 'Impressionism']	['Oil paint', 'Watercolor painting', 'Etching', 'Drawing', 'Gouache', 'Graphite']
Thomas Eakins	142	https://artsandculture.google.com/entity/thomas-eakins/m0pxdg?categoryId=artist	1844-07-25	1916-06-25	"Thomas Cowperthwait Eakins was an American realist painter, photographer, sculptor, and fine arts educator. He is widely acknowledged to be one of the most important American artists.
For the length of his professional career, from the early 1870s until his health began to fail some 40 years later, Eakins worked exactingly from life, choosing as his subject the people of his hometown of Philadelphia. He painted several hundred portraits, usually of friends, family members, or prominent people in the arts, sciences, medicine, and clergy. Taken en masse, the portraits offer an overview of the intellectual life of contemporary Philadelphia; individually, they are incisive depictions of thinking persons.
In addition, Eakins produced a number of large paintings that brought the portrait out of the drawing room and into the offices, streets, parks, rivers, arenas, and surgical amphitheaters of his city. These active outdoor venues allowed him to paint the subject that most inspired him: the nude or lightly clad figure in motion. In the process, he could model the forms of the body in full sunlight, and create images of deep space utilizing his studies in perspective."	['American Realism', 'Realism', 'Naturalism']	['Metal', 'Platinum', 'Photograph', 'Oil paint', 'Silver', 'Watercolor painting']
Qiu Ying	14	https://artsandculture.google.com/entity/qiu-ying/m06jz1m?categoryId=artist	1494	1552	"Qiu Ying was a Chinese painter who specialized in the gongbi brush technique.
Qiu Ying's courtesy name was Shifu, and his art name was Shizhou. He was born to a peasant family in Taicang. Moving with his family to Suzhou, Qiu Ying was apprenticed as a lacquer artisan. Despite his family’s humble origins, he had natural talent and skill in painting. He later learned the art of painting from the famous artist Zhou Chen and imitated ancient works of Tang and Song dynasties, becoming so successful that his copies and the originals were indistinguishable.
He painted with the support a few of wealthy patrons. Three of his best patrons were art collectors. One was Chen Guan, from Suzhou. The other two were both younger than Qiu: Zhou Fenglai, from nearby Kunshan, and the well-known wealthy collector Xiang Yuanbian, whose home was in Jiaxing in Zhejiang Province. With his special gift for copying paintings, Qiu Ying found favor among collectors, bringing him an opportunity to copy and learn from Song and Yuan dynasty paintings in the collections of the Jiangnan area and greatly broadening his artistic scope."	['Wen Zhengming', 'Tang Yin', 'Qian Xuan', 'Shen Zhou', 'Chen Hongshou', 'Zhou Fang']	['Ink', 'Gold', 'Metal', 'Silk', 'Textile']
Alfred Eisenstaedt	192000	https://artsandculture.google.com/entity/alfred-eisenstaedt/m0229mr?categoryId=artist	1898-12-6	1995-08-23	"Alfred Eisenstaedt was a German-born American photographer and photojournalist. He began his career in Germany prior to World War II but achieved prominence as a staff photographer for Life magazine after moving to the U.S. Life featured more than 90 of his pictures on its covers, and more than 2,500 of his photo stories were published.
Among his most famous cover photographs was V-J Day in Times Square, taken during the V-J Day celebration in New York City, showing an American sailor kissing a nurse in a ""dancelike dip"" which ""summed up the euphoria many Americans felt as the war came to a close"", in the words of his obituary. He was ""renowned for his ability to capture memorable images of important people in the news"" and for his candid photographs taken with a small 35mm Leica camera, typically with natural lighting."	['Louis Faurer', 'George Silk', 'Erich Salomon', 'Peter Stackpole', 'Walter Sanders']	['Photograph', 'Crystal', 'Glass']
Frederic Edwin Church	323	https://artsandculture.google.com/entity/frederic-edwin-church/m01pkdk?categoryId=artist	1826-05-4	1900-04-7	Frederic Edwin Church was an American landscape painter born in Hartford, Connecticut. He was a central figure in the Hudson River School of American landscape painters, best known for painting large landscapes, often depicting mountains, waterfalls, and sunsets. Church's paintings put an emphasis on realistic detail, dramatic light, and panoramic views. He debuted some of his major works in single-painting exhibitions to a paying and often enthralled audience in New York City. In his prime, he was one of the most famous painters in the United States.	['Hudson River School', 'Luminism', 'Romanticism']	['Graphite', 'Oil paint', 'Drawing', 'Watercolor painting', 'Gouache', 'Pencil']
Kawanabe Kyōsai	215	https://artsandculture.google.com/entity/kawanabe-ky%C5%8Dsai/m08pdpn?categoryId=artist	1831-05-18	1889-04-26	"Kawanabe Kyōsai was a Japanese artist, in the words of a critic, ""an individualist and an independent, perhaps the last virtuoso in traditional Japanese painting""."	['Ukiyo-e', 'Nihonga']	['Ink', 'Book', 'Textile', 'Silk', 'Drawing', 'Charcoal']
Maruyama Ōkyo	41	https://artsandculture.google.com/entity/maruyama-%C5%8Ckyo/m0992xl?categoryId=artist	1733-06-12	1795-08-31	Maruyama Ōkyo, born Maruyama Masataka, was a Japanese artist active in the late 18th century. He moved to Kyoto, during which he studied artworks from Chinese, Japanese and Western sources. A personal style of Western naturalism mixed with Eastern decorative design emerged, and Ōkyo founded the Maruyama school of painting. Although many of his fellow artists criticized his work as too slavishly devoted to natural representation, it proved a success with laypeople.	['Takeuchi Seihō', 'Itō Jakuchū', 'Tani Bunchō', 'Shibata Zeshin', 'Soga Shōhaku', 'Shiba Kōkan']	['Ink', 'Textile', 'Silk', 'Metal', 'Gold', 'Book']
Benjamin West	48	https://artsandculture.google.com/entity/benjamin-west/m01z6r6?categoryId=artist	1738-10-10	1820-03-11	"Benjamin West PRA was an American artist who painted famous historical scenes such as The Death of Nelson, The Death of General Wolfe, Treaty of Paris, and Benjamin Franklin Drawing Electricity from the Sky.
Entirely self-taught, West soon gained valuable patronage, and he toured Europe, eventually settling in London. He impressed George III and was largely responsible for the launch of the Royal Academy, of which he became the second president. He was appointed historical painter to the court and Surveyor of the King's Pictures.
West also painted religious subjects, as in his huge work The Preservation of St Paul after a Shipwreck at Malta, at the Chapel of St Peter and St Paul in Greenwich, and Christ Healing the Sick, presented to the National Gallery."	['Neoclassicism']	['Oil paint', 'Ink', 'Pen', 'Graphite', 'Laid paper', 'Chalk']
Émile Gallé	95	https://artsandculture.google.com/entity/%C3%89mile-gall%C3%A9/m01gtzn?categoryId=artist	1846-05-4	1904-09-23	Émile Gallé was a French artist and designer who worked in glass, and is considered to be one of the major innovators in the French Art Nouveau movement. He was noted for his designs of Art Nouveau glass art and Art Nouveau furniture, and was a founder of the École de Nancy or Nancy School, a movement of design in the city of Nancy, France.	['Art Nouveau']	['Glass', 'Crystal', 'Metal', 'Vitreous enamel', 'Rock', 'Etching']
Charles-François Daubigny	267	https://artsandculture.google.com/entity/charles-fran%C3%A7ois-daubigny/m0kzxl?categoryId=artist	1817-02-15	1878-02-19	"Charles-François Daubigny was one of the painters of the Barbizon school, and is considered an important precursor of impressionism.
He was also a prolific printmaker, mostly in etching but also as one of the main artists to use the cliché verre technique."	['Barbizon school', 'Realism', 'Modern art']	['Etching', 'Oil paint', 'Drawing', 'Ink', 'Tracing paper', 'Pen']
Ramon Casas	20	https://artsandculture.google.com/entity/ramon-casas/m07_x6n?categoryId=artist	1866-01-4	1932-02-29	Ramon Casas i Carbó was a Spanish artist. Living through a turbulent time in the history of his native Barcelona, he was known as a portraitist, sketching and painting the intellectual, economic, and political elite of Barcelona, Paris, Madrid, and beyond. He was also known for his paintings of crowd scenes ranging from the audience at a bullfight to the assembly for an execution to rioters in the Barcelona streets. Also a graphic designer, his posters and postcards helped to define the Catalan art movement known as modernisme.	['Modernism']	['Oil paint', 'Drawing', 'Charcoal', 'Pencil', 'Watercolor painting', 'Rock']
Andrea Mantegna	166	https://artsandculture.google.com/entity/andrea-mantegna/m01fcrg?categoryId=artist	1431	1506-09-13	"Andrea Mantegna was an Italian painter, a student of Roman archeology, and son-in-law of Jacopo Bellini.
Like other artists of the time, Mantegna experimented with perspective, e.g. by lowering the horizon in order to create a sense of greater monumentality. His flinty, metallic landscapes and somewhat stony figures give evidence of a fundamentally sculptural approach to painting. He also led a workshop that was the leading producer of prints in Venice before 1500."	['Renaissance', 'Italian Renaissance', 'Paduan School']	['Engraving', 'Laid paper', 'Tempera', 'Ink', 'Pen', 'Drawing']
Dong Qichang	36	https://artsandculture.google.com/entity/dong-qichang/m085gvb?categoryId=artist	1555	1636	Dong Qichang, was a Chinese painter, calligrapher, politician, and art theorist of the later period of the Ming Dynasty.	['Zhao Mengfu', 'Wen Zhengming', 'Shitao', 'Bada Shanren', 'Qiu Ying', 'Mi Fu']	['Ink', 'Textile', 'Pigment', 'Gold', 'Satin', 'Metal']
Jean-Baptiste-Siméon Chardin	62	https://artsandculture.google.com/entity/jean-baptiste-sim%C3%A9on-chardin/m020bz?categoryId=artist	1699-11-2	1779-12-6	Jean-Baptiste-Siméon Chardin was an 18th-century French painter. He is considered a master of still life, and is also noted for his genre paintings which depict kitchen maids, children, and domestic activities. Carefully balanced composition, soft diffusion of light, and granular impasto characterize his work.	['Rococo', 'Academic art', 'Renaissance', 'Realism']	['Oil paint', 'Engraving', 'Etching', 'Laid paper', 'Drawing', 'Chalk']
Julia Margaret Cameron	358	https://artsandculture.google.com/entity/julia-margaret-cameron/m0lrj_?categoryId=artist	1815-06-11	1879-01-26	"Julia Margaret Cameron was a British photographer who is considered one of the most important portraitists of the 19th century. She is known for her soft-focus close-ups of famous Victorian men and for illustrative images depicting characters from mythology, Christianity, and literature. She also produced sensitive portraits of women and children.
After establishing herself first among Calcutta's Anglo-Indian upper-class and then among London's cultural elite, Cameron formed her own salon frequented by distinguished Victorians at the seaside village of Freshwater, Isle of Wight.
After showing a keen interest in photography for many years, Cameron took up the practice at the relatively late age of 48, after her daughter gave her a camera as a present. She quickly produced a large body of work capturing the genius, beauty, and innocence of the men, women, and children who visited her studio at Freshwater, and created unique allegorical images inspired by tableaux vivants, theatre, 15th-century Italian painters, and the work of her creative contemporaries. Her photography career was short but productive; she made around 900 photographs over a 12-year period."	['George Frederic Watts', 'Henry Peach Robinson', 'Oscar Gustave Rejlander', 'Hippolyte Bayard', 'John Herschel', 'Valentine Cameron Prinsep']	['Photograph', 'Silver', 'Metal', 'Glass', 'Coal', 'Book']
Harunobu Suzuki	143	https://artsandculture.google.com/entity/harunobu-suzuki/m0307q6?categoryId=artist	1724	1770-07-7	Suzuki Harunobu was a Japanese designer of woodblock print art in the ukiyo-e style. He was an innovator, the first to produce full-color prints in 1765, rendering obsolete the former modes of two- and three-color prints. Harunobu used many special techniques, and depicted a wide variety of subjects, from classical poems to contemporary beauties. Like many artists of his day, Harunobu also produced a number of shunga, or erotic images. During his lifetime and shortly afterwards, many artists imitated his style. A few, such as Harushige, even boasted of their ability to forge the work of the great master. Much about Harunobu's life is unknown.	['Ukiyo-e']	['Ink', 'Textile', 'Brocade', 'Wood', 'Engraving', 'Drawing']
